membership_id,household_key,income,member_status,state_grouped,credit_ranges,cancel_reason,renew_method,plus_indicator_description,zip,sc_vehicle_manufacturer_name,sc_vehicle_model_name,race,home_owner,education,dwelling_type,gender,occupation_code,occupation_group,occupant_type,mosaic_household,mosaic_global_household,kcl_b_ind_mosaicsgrouping,generation,tenure,aaa_no_tenure,aaa_member_tenure_years,aaa_mean_age,length_of_residence,aaa_mortgage,aaa_credit_card,aaa_deposit,aaa_home_equity,aaa_financial_service,aaa_auto_insurance,aaa_id_theft,aaa_motorcycle_indicator,aaa_travel,aaa_mean_child,aaa_mean_total_cost,aaa_no_race,aaa_no_home_owner,aaa_no_education,aaa_no_income,aaa_no_dwelling_type,aaa_no_credit_ranges,aaa_no_gender,aaa_no_language,aaa_no_reason_joined,aaa_cancel_reason,aaa_no_mosaic_household,aaa_no_mosaic_global_household,aaa_no_kcl_b_ind_mosaicsgrouping,aaa_no_occupation_code,aaa_no_occupation_group,aaa_no_occupant_type,aaa_no_plus_indicator_description,aaa_no_generation,total_calls_year_1,total_calls_year_2,total_calls_year_3,total_member_cost_1,total_member_cost_2,total_member_cost_3,basic_cost,plus_cost,premier_cost,mean_basic_cost,mean_plus_cost,mean_premier_cost,total_calls,total_member_cost,mean_total_member_cost,total_tow_miles,mean_tow_miles,vehicle,total_cost,mean_total_cost,total_members_in_household,total_calls_veh,total_cost_veh,total_member_cost_veh,mean_total_calls_veh,mean_total_cost_veh,mean_total_member_cost_veh,consumer_score
18988,17802880,UNKNOWN,CANCELLED,RI,UNKNOWN,MEMBERS REQUEST,NOTICE,UNKNOWN,2828,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SETTLED IN SUBURBIA,ROUTINE SERVICE WORKERS,SURBURBAN STYLE,UNKNOWN,BETWEEN 16 & 20 YEARS,4,56,62.5,4.6667,1,0,0,0,1,0,1,0.0,0,1.6667,11.308333,14.0,0.0,2.0,9.0,0.0,1.0,2.0,0.0,,6.0,7.0,3.0,6.0,,1.0,,2.0,1.0,0.0,1.0,0.0,0.0,67.85,0.0,58.85,9.0,0.0,9.808333,1.5,0.0,1.0,67.85,11.308333,6.0,1.0,UNKNOWN UNKNOWN,67.85,11.308333,6,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19014,10278790,"100-149,999",PENDING,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2818,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GENERATIONAL SOUP,CAREER AND FAMILY,FLOURISHING FAMILIES,BABY BOOMERS (1948 - 1968),+40 YEARS,0,55,67.0,15.0,0,0,0,0,0,0,0,0.0,0,2.0,77.5,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,,,30.0,4.0,8.0,,1.0,,2.0,1.0,0.0,1.0,0.0,0.0,58.85,0.0,53.0,102.0,0.0,26.5,51.0,0.0,1.0,58.85,29.425,0.0,0.0,UNKNOWN UNKNOWN,155.0,77.5,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19020,17502686,"100-149,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,UNKNOWN,2885,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RENTER,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 16 & 20 YEARS,4,55,62.5,3.3333,0,0,0,0,0,0,0,,1,2.0,0.0,2.0,0.0,1.0,1.0,,2.0,,0.0,,2.0,,,,,,2.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,3,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19057,845981,"70-79,999",PENDING,RI,700-749,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2892,FORD,F-150,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SENIOR DISCOUNTS,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),BETWEEN 6 & 10 YEARS,3,59,90.0,4.2,0,0,0,0,0,0,0,1.0,0,1.0,42.4,2.0,0.0,,3.0,2.0,2.0,1.0,0.0,,,11.0,7.0,3.0,,9.0,,2.0,0.0,0.0,4.0,0.0,0.0,235.4,0.0,212.0,0.0,0.0,42.4,0.0,0.0,4.0,235.4,47.08,0.0,0.0,FORD F-150,212.0,42.4,2,6154.0,98711.17,337455.17,2.8974,46.474185,158.877199,65.0
19075,1047482,"50-59,999",ACTIVE,RI,600-649,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2910,BUICK,LACROSSE,CAUCASION / WHITE - UNKNOWN,HOME OWNER,UNKNOWN,P.O. BOX,FEMALE,HEALTH SERVICES,PROFESSIONAL - KNOWN,UNKNOWN,STATUS SEEKING SINGLES,SOPHISTICATED SINGLES,YOUNG CITY SOLOS,BABY BOOMERS (1948 - 1968),BETWEEN 21 & 30 YEARS,2,59,63.6667,6.75,0,0,0,0,0,0,1,0.0,1,2.0,34.0,4.0,0.0,,4.0,3.0,5.0,1.0,0.0,,3.0,23.0,9.0,14.0,22.0,2.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,30.0,0.0,26.5,7.5,0.0,0.0,0.0,0.0,16.0,4.0,BUICK LACROSSE,136.0,34.0,3,1799.0,31418.24,92512.87,2.6851,46.892896,138.07891,67.0
19076,8877214,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,UNKNOWN,2818,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,P.O. BOX,MALE,HEALTH SERVICES,PROFESSIONAL - KNOWN,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,55,75.0,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,3.0,,2.0,,,,2.0,2.0,2.0,22.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19103,925271,"100-149,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2886,LEXUS,ES350,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,MALE,SELF EMPLOYED,OTHER - KNOWN,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,55,84.5714,2.5714,0,0,0,0,0,0,0,1.0,0,1.0,15.142857,1.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,,2.0,2.0,2.0,2.0,12.0,12.0,,2.0,0.0,0.0,0.0,18.0,0.0,0.0,989.1,106.0,0.0,0.0,15.142857,0.0,0.0,18.0,989.1,141.3,0.0,0.0,LEXUS ES350,106.0,15.142857,2,1252.0,19807.4,63793.7,2.8981,45.850463,147.670602,76.0
19111,8814980,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2879,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TOUGH TIMES,LOW INCOME ELDERS,ECONOMIC CHALLENGES,POST-WAR (< 1948),BETWEEN 16 & 20 YEARS,4,59,81.5,8.25,0,0,0,0,0,0,0,1.0,0,3.0,39.75,4.0,0.0,2.0,9.0,2.0,1.0,1.0,,,2.0,31.0,7.0,16.0,1.0,3.0,,0.0,0.0,0.0,1.0,3.0,0.0,45.25,176.55,159.0,0.0,0.0,39.75,0.0,0.0,4.0,221.8,55.45,0.0,0.0,UNKNOWN UNKNOWN,159.0,39.75,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19133,24901482,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,UNKNOWN,2893,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,FEMALE,RETIRED,RETIRED - KNOWN,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,POST-WAR (< 1948),+40 YEARS,0,55,84.0,0.0,0,0,0,0,0,0,0,,1,,0.0,,,,,0.0,,1.0,,,,4.0,6.0,5.0,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19136,2129511,"20-29,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2861,NISSAN,ALTIMA,CAUCASION / WHITE - EUROPEAN,UNKNOWN,UNKNOWN,SFDU,FEMALE,UNKNOWN,OFFICE ADMINISTRATION - INFERRED,UNKNOWN,PROGRESSIVE POTPOURRI,ROUTINE SERVICE WORKERS,MIDDLE CLASS MELTING POT,MILLENIALS (1981 - 1993),BETWEEN 6 & 10 YEARS,3,55,45.25,4.5556,1,0,0,0,1,0,0,1.0,0,1.6667,28.927778,8.0,0.0,1.0,11.0,0.0,3.0,1.0,0.0,,1.0,17.0,3.0,11.0,,9.0,,0.0,3.0,4.0,0.0,12.0,235.4,0.0,456.0,260.35,0.0,0.0,28.927778,0.0,0.0,16.0,691.4,76.822222,12.9,1.433333,NISSAN ALTIMA,260.35,28.927778,4,2577.0,45170.27,133946.81,2.5364,44.458927,131.837411,64.0
19164,19329246,"90-99,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2861,FORD,EXPLORER SPORT TR,CAUCASION / WHITE - ENGLISH,HOME OWNER,UNKNOWN,SFDU,MALE,RETIRED,RETIRED - KNOWN,UNKNOWN,PROGRESSIVE POTPOURRI,ROUTINE SERVICE WORKERS,MIDDLE CLASS MELTING POT,POST-WAR (< 1948),+40 YEARS,0,55,76.4,15.0,0,0,0,0,0,0,0,0.0,0,1.0,22.75,2.0,0.0,,2.0,0.0,3.0,2.0,0.0,,,17.0,3.0,11.0,1.0,3.0,,0.0,0.0,0.0,12.0,4.0,0.0,390.0,212.0,113.75,0.0,0.0,22.75,0.0,0.0,16.0,602.0,120.4,0.0,0.0,FORD EXPLORER SPORT TR,113.75,22.75,2,6154.0,98711.17,337455.17,2.8974,46.474185,158.877199,65.0
19176,8959379,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,UNKNOWN,2818,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,P.O. BOX,FEMALE,PROFESSIONAL/TECHNICAL,PROFESSIONAL - KNOWN,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,55,78.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,3.0,,1.0,,,,5.0,1.0,3.0,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19184,15510641,UNKNOWN,CANCELLED,RI,UNKNOWN,MOVED OUT OF TERR,NOTICE,BASIC MEMBERSHIP,2813,CHEVROLET,BLAZER,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,GENERATION X (1969 - 1980),BETWEEN 16 & 20 YEARS,4,59,57.0,3.6667,0,0,0,0,0,1,0,0.0,1,1.0,9.0,3.0,2.0,1.0,8.0,0.0,6.0,1.0,0.0,,19.0,5.0,1.0,3.0,,6.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHEVROLET BLAZER,27.0,9.0,3,3543.0,56658.39,189037.43,2.7942,44.683273,149.083147,61.0
19231,10417340,"40-49,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2920,HONDA,ACCORD,CAUCASION / WHITE - WHITE NON-AMERICAN,RENTER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 16 & 20 YEARS,4,51,76.25,1.0,0,0,0,0,0,0,0,1.0,0,2.0,50.05375,3.0,2.0,2.0,5.0,,4.0,,0.0,,,,,,,,,0.0,0.0,0.0,2.0,12.0,0.0,117.7,636.0,400.43,0.0,0.0,50.05375,0.0,0.0,14.0,753.7,94.2125,4.0,0.5,HONDA ACCORD,400.43,50.05375,2,4897.0,94941.11,267005.07,2.4473,47.446832,133.435817,70.0
19236,2096491,"90-99,999",CANCELLED,RI,650-699,TRANSFER MEMBER,NOTICE,PLUS MEMBERSHIP,2886,JEEP,LIBERTY,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,UNKNOWN,FEMALE,UNKNOWN,PROFESSIONAL - INFERRED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MILLENIALS (1981 - 1993),BETWEEN 16 & 20 YEARS,4,51,55.3,7.2727,0,0,0,0,0,1,0,1.0,1,2.8333,41.818182,1.0,2.0,2.0,4.0,2.0,3.0,2.0,0.0,,6.0,31.0,7.0,16.0,8.0,13.0,2.0,2.0,3.0,7.0,4.0,0.0,425.0,190.5,0.0,361.0,99.0,0.0,32.818182,9.0,0.0,11.0,615.5,55.954545,48.6,4.418182,JEEP LIBERTY,460.0,41.818182,5,1713.0,30181.72,94504.62,2.7408,48.290752,151.207392,50.0
19259,7368075,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,59,94.5,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19341,12595189,UNKNOWN,CANCELLED,RI,UNKNOWN,TRANSFER MEMBER SUSPEND,NOTICE,PLUS MEMBERSHIP,2871,TOYOTA,AVALON,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GENERATION X (1969 - 1980),BETWEEN 16 & 20 YEARS,4,26,53.8,0.0,1,0,0,0,1,0,0,0.0,0,,43.2,,,,,,,,,,9.0,,,,,,,2.0,4.0,0.0,1.0,6.0,0.0,125.0,169.5,111.0,105.0,0.0,22.2,21.0,0.0,7.0,294.5,58.9,39.8,7.96,TOYOTA AVALON,216.0,43.2,3,7477.0,142122.66,387594.07,2.475,47.044906,128.299924,73.0
19355,4022130,"90-99,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,PREMIER MEMBERSHIP,2911,NISSAN,ALTIMA,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,MALE,RETIRED,RETIRED - KNOWN,UNKNOWN,FAMILY FUN-TASTIC,CAREER AND FAMILY,FLOURISHING FAMILIES,POST-WAR (< 1948),BETWEEN 31 & 40 YEARS,5,40,75.5,17.25,0,1,0,0,0,1,1,1.0,0,2.0,37.3875,1.0,0.0,,2.0,0.0,2.0,2.0,0.0,,3.0,9.0,4.0,8.0,1.0,3.0,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,159.0,146.0,0.0,0.0,36.5,0.0,0.0,3.0,159.0,39.75,4.0,1.0,NISSAN ALTIMA,149.55,37.3875,2,2577.0,45170.27,133946.81,2.5364,44.458927,131.837411,64.0
19374,20390529,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2816,UNKNOWN,UNKNOWN,CAUCASION / WHITE - WHITE NON-AMERICAN,HOME OWNER,HIGH SCHOOL,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,TOWN ELDERS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,BABY BOOMERS (1948 - 1968),BETWEEN 31 & 40 YEARS,5,51,70.0,3.6,0,1,0,0,0,0,0,0.0,0,1.0,10.6,3.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,,8.0,6.0,1.0,3.0,,6.0,,0.0,1.0,0.0,1.0,2.0,0.0,32.5,106.0,53.0,0.0,0.0,10.6,0.0,0.0,3.0,138.5,27.7,1.0,0.2,UNKNOWN UNKNOWN,53.0,10.6,5,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19386,3410786,UNKNOWN,CANCELLED,RI,UNKNOWN,TRANSFER MEMBER,NOTICE,UNKNOWN,2857,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BETWEEN 11 & 15 YEARS,1,44,94.5,1.875,0,0,0,0,0,0,1,0.0,0,1.0,21.0625,2.0,0.0,,2.0,,1.0,,0.0,,6.0,,,,,,,2.0,0.0,0.0,3.0,9.0,0.0,187.5,328.5,141.5,27.0,0.0,17.6875,3.375,0.0,12.0,516.0,64.5,11.1,1.3875,UNKNOWN UNKNOWN,168.5,21.0625,6,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19388,4630646,UNKNOWN,CANCELLED,RI,UNKNOWN,DECEASED,NOTICE,UNKNOWN,2813,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,51,104.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,2.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19399,735924,"90-99,999",ACTIVE,RI,800+,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2893,HONDA,CIVIC,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,RETIRED,RETIRED - KNOWN,UNKNOWN,DIGITAL DEPENDENTS,HARD WORKING BLUE COLLAR,SINGLES AND STARTERS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,51,42.8333,14.2105,0,0,0,0,0,1,0,1.0,0,3.0,38.247368,2.0,0.0,1.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,10.0,5.0,9.0,1.0,9.0,,4.0,3.0,8.0,38.0,8.0,470.8,1816.6,712.0,699.7,27.0,0.0,36.826316,1.4211,0.0,54.0,2999.4,157.863158,22.5,1.184211,HONDA CIVIC,726.7,38.247368,5,4897.0,94941.11,267005.07,2.4473,47.446832,133.435817,70.0
19408,2505405,"40-49,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,UNKNOWN,2886,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,SENIOR DISCOUNTS,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,62,77.5,5.0,0,0,0,0,0,0,0,,0,1.0,0.0,1.0,,,5.0,2.0,2.0,2.0,0.0,,3.0,11.0,7.0,3.0,,6.0,,,0.0,0.0,0.0,1.0,0.0,0.0,58.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.85,19.616667,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,3,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19420,7697558,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2896,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),BETWEEN 16 & 20 YEARS,4,51,72.0,14.0,0,1,0,0,0,0,0,,1,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,,0.0,,,1.0,1.0,1.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,178.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.85,89.425,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19422,12320886,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2915,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 31 & 40 YEARS,5,46,85.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19459,17935558,"100-149,999",CANCELLED,RI,700-749,NON-PAYMENT,NOTICE,UNKNOWN,2910,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,MALE,SELF EMPLOYED,OTHER - KNOWN,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,POST-WAR (< 1948),BETWEEN 6 & 10 YEARS,3,18,59.0,5.0,0,0,0,0,0,1,0,,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,,1.0,3.0,3.0,4.0,12.0,12.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
19461,38093,"40-49,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP WITH MOTORCYCLE COVERAGE,2888,BUICK,LACROSSE,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,MALE,FINANCIAL SERVICES,MANAGEMENT - KNOWN,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,51,59.0,1.4118,1,0,0,0,1,1,1,1.0,0,1.6364,50.638235,1.0,0.0,2.0,13.0,0.0,4.0,2.0,0.0,3.0,1.0,3.0,3.0,4.0,25.0,14.0,,4.0,3.0,0.0,26.0,7.0,0.0,1042.45,474.95,684.85,0.0,0.0,40.285294,0.0,0.0,33.0,1517.4,89.258824,42.0,2.470588,BUICK LACROSSE,860.85,50.638235,5,1799.0,31418.24,92512.87,2.6851,46.892896,138.07891,67.0
19462,11379582,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2905,CADILLAC,CT6,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,51,76.75,15.0,0,0,0,0,0,0,0,1.0,0,5.0,42.675,1.0,0.0,1.0,2.0,,1.0,,0.0,,,,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,353.1,0.0,170.7,0.0,0.0,42.675,0.0,0.0,6.0,353.1,88.275,12.0,3.0,CADILLAC CT6,170.7,42.675,2,920.0,12368.76,48041.12,3.5115,47.209008,183.363053,57.0
19463,13863660,"175 - 199,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2906,LEXUS,RX350,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AMERICAN ROYALTY,BOURGEOIS PROSPERITY,POWER ELITE,BABY BOOMERS (1948 - 1968),BETWEEN 16 & 20 YEARS,4,51,71.2,6.0,0,0,0,0,0,0,0,1.0,1,3.0,48.0,1.0,0.0,,7.0,0.0,1.0,2.0,0.0,,,18.0,2.0,7.0,,8.0,,2.0,1.0,0.0,0.0,3.0,0.0,0.0,159.0,240.0,0.0,0.0,48.0,0.0,0.0,3.0,159.0,31.8,0.0,0.0,LEXUS RX350,240.0,48.0,2,1252.0,19807.4,63793.7,2.8981,45.850463,147.670602,76.0
19465,14835331,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,UNKNOWN,2823,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,P.O. BOX,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,51,85.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,3.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1,1211.0,53.0,62130.23,0.1645,0.007201,8.441607,
