total_calls,aaa_mean_child,mean_basic_cost,length_of_residence,total_members_in_household,mean_tow_miles,mean_total_member_cost_veh,consumer_score,total_cost,credit_ranges_below_700,kcl_b_ind_mosaicsgrouping_boomers,aaa_auto_insurance_0,occupation_group_management,occupation_group_retired,use_road_side_0,use_road_side_1,aaa_motorcycle_indicator_0_0,aaa_id_theft,membership_id,yes_id_theft
28.0,2.0,24.153845999999998,13.8462,4,0.076923,132.370546,0.0136986301369863,324.0,0,1,1,1,0,0,1,0,0,21324,0.25
46.0,2.0,42.065385,15.0,2,3.7692309999999996,181.860824,0.01488015784150378,546.85,1,0,1,0,0,0,1,0,0,21329,0.42
11.0,2.0,22.37,12.0,4,2.0,8.441607000000001,0.01488015784150378,111.85,0,0,1,0,0,0,1,1,0,21380,0.3
4.0,1.0,27.75,15.0,3,3.5,162.93004399999998,0.015384615384615385,111.0,0,0,1,0,0,0,1,1,0,21393,0.3
1.0,1.0,34.0,15.0,1,0.0,162.93004399999998,0.015384615384615385,34.0,0,0,0,0,0,0,1,1,1,21422,1.0
0.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,21436,0.13
2.0,2.0,26.5,1.5,4,1.5,8.441607000000001,0.01488015784150378,106.0,0,0,1,0,0,0,1,1,0,21460,0.3
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,21461,0.03
1.0,0.0,27.0,0.0,1,95.0,175.441122,0.015625,303.0,0,0,1,0,0,0,1,0,0,21463,0.24
0.0,0.0,26.666666999999997,0.0,2,1.666667,162.892046,0.017241379310344827,89.0,0,0,1,0,1,1,0,0,0,21482,0.21
0.0,0.0,10.6,0.0,5,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,1,0,0,1,0,0,0,21511,0.1
1.0,0.0,30.0,0.0,1,0.9,150.919066,0.01639344262295082,30.0,0,1,1,0,1,0,1,1,0,21560,0.32
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,21563,0.03
12.0,1.25,34.5875,14.125,5,0.0,150.919066,0.01639344262295082,276.7,0,1,0,0,0,0,1,0,0,21585,0.3
0.0,1.0,10.6,1.4,5,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,1,0,0,1,0,0,0,21592,0.19
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,21611,0.03
12.0,2.0,18.071667,10.0,4,1.5,150.919066,0.01639344262295082,129.43,0,1,0,0,0,0,1,0,0,21614,0.32
1.0,0.0,53.0,0.0,1,0.0,136.00893,0.015625,53.0,0,0,1,0,0,0,1,1,0,21645,0.2
16.0,1.0,40.4,0.0,2,4.0,8.441607000000001,0.01488015784150378,229.0,0,0,1,0,0,0,1,0,0,21691,0.27
0.0,1.0,0.0,3.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,21734,0.08
0.0,1.5,13.5,6.0,2,1.0,8.441607000000001,0.01488015784150378,27.0,0,1,0,0,0,1,0,1,0,21786,0.2
0.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,1,0,1,0,0,0,21820,0.13
12.0,3.0,41.222221999999995,5.0,4,3.222222,162.892046,0.017241379310344827,398.0,0,0,0,0,0,0,1,0,0,21883,0.34
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,0,0,0,1,0,0,0,21918,0.04
2.0,2.0,35.333333,15.0,2,0.666667,8.441607000000001,0.01488015784150378,106.0,0,0,1,0,0,0,1,1,0,21920,0.3
20.0,1.0,28.25,0.0,1,2.75,178.74473700000001,0.01488015784150378,113.0,0,0,0,0,0,0,1,0,0,21923,0.24
0.0,1.0,26.5,15.0,2,0.0,135.775668,0.014285714285714285,53.0,1,0,0,0,0,1,0,1,0,21953,0.23
35.0,2.0,44.121429,5.5714,4,2.5,132.370546,0.0136986301369863,617.7,0,1,1,1,0,0,1,0,0,22003,0.25
0.0,4.0,39.75,7.5,3,0.0,132.370546,0.0136986301369863,159.0,0,1,1,0,0,1,0,1,0,22048,0.18
0.0,0.0,26.5,0.0,1,0.0,175.441122,0.015625,53.0,0,1,1,0,0,1,0,0,0,22084,0.09
37.0,2.0,43.480769,10.6154,4,6.923077,161.44551299999998,0.015873015873015872,802.25,0,0,0,0,1,0,1,0,0,22111,0.41
4.0,1.0,46.425,15.0,1,15.15,132.370546,0.0136986301369863,167.85,0,0,0,0,0,0,1,1,0,22137,0.27
0.0,1.0,53.0,15.0,1,22.0,162.93004399999998,0.015384615384615385,122.0,1,1,1,0,1,1,0,1,0,22193,0.33
1.0,1.0,7.571428999999999,3.8571,7,0.0,187.928256,0.017543859649122806,53.0,1,0,1,0,0,0,1,0,0,22201,0.43
12.0,1.0,54.95,15.0,1,0.0,135.775668,0.014285714285714285,164.85,1,0,1,0,1,0,1,0,0,22241,0.54
0.0,0.0,15.0,0.0,2,0.0,127.172174,0.012987012987012988,30.0,0,0,1,0,0,1,0,1,0,22258,0.07
112.0,2.3333,43.284211,2.3684,6,1.4842110000000002,135.775668,0.014285714285714285,822.4,0,1,1,0,0,0,1,0,0,22277,0.34
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,22296,0.03
25.0,0.0,39.54,0.0,1,0.0,135.775668,0.014285714285714285,197.7,0,0,1,0,0,0,1,0,0,22321,0.25
1.0,1.0,0.0,2.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,0,1,0,0,22340,0.23
0.0,1.0,15.0,13.0,2,0.0,135.775668,0.014285714285714285,30.0,0,0,1,1,0,1,0,1,1,22353,1.0
54.0,4.0,45.132143,0.0,4,0.714286,150.919066,0.01639344262295082,631.85,1,0,0,0,0,0,1,0,0,22406,0.26
18.0,2.0,36.475556,9.3333,4,0.777778,143.574269,0.013157894736842105,328.28,1,0,1,0,0,0,1,0,0,22413,0.42
1.0,4.0,0.0,15.0,5,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,0,1,0,0,22414,0.19
15.0,3.0,18.285714000000002,12.8571,5,1.5,143.574269,0.013157894736842105,155.02,0,0,0,0,1,0,1,0,0,22427,0.41
240.0,3.0,39.949459000000004,15.0,5,2.464865,162.93004399999998,0.015384615384615385,1559.13,1,1,0,1,0,0,1,0,0,22431,0.32
6.0,1.0,46.264286,14.0,2,0.571429,191.50224599999999,0.01488015784150378,323.85,0,0,1,0,0,0,1,0,0,22454,0.33
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,22569,0.09
1.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,22571,0.09
9.0,1.0,29.5,15.0,1,0.0,152.51689199999998,0.013157894736842105,88.5,0,1,1,0,0,0,1,1,0,22574,0.26
1.0,1.0,26.5,0.5,2,0.0,135.775668,0.014285714285714285,53.0,1,0,0,0,1,0,1,1,1,22591,1.0
6.0,1.0,53.975,15.0,1,3.0,150.919066,0.01639344262295082,323.85,0,0,1,0,0,0,1,0,0,22610,0.33
1.0,3.0,14.7125,3.75,4,0.0,8.441607000000001,0.01488015784150378,58.85,0,0,0,0,0,0,1,0,0,22622,0.34
0.0,1.0,0.0,8.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,0,0,0,1,0,0,0,22649,0.08
2.0,1.0,22.37,6.0,4,0.6,8.441607000000001,0.01488015784150378,111.85,0,0,1,1,0,0,1,0,0,22710,0.22
6.0,1.0,54.95,15.0,1,2.0,150.919066,0.01639344262295082,164.85,1,0,0,0,0,0,1,0,1,22714,1.0
9.0,2.0,17.7,3.0,3,14.9,162.892046,0.017241379310344827,292.5,0,0,1,0,0,0,1,1,1,22727,1.0
38.0,1.0,36.909091,0.1818,3,3.518182,8.441607000000001,0.01488015784150378,406.0,0,0,0,0,0,0,1,0,0,22775,0.26
12.0,4.0,10.0,2.0,3,0.0,8.441607000000001,0.01488015784150378,30.0,0,0,1,0,0,0,1,1,0,22784,0.3
0.0,2.0,27.333333000000003,15.0,1,0.0,181.860824,0.01488015784150378,82.0,1,0,1,0,1,1,0,0,0,22790,0.34
1.0,1.0,11.77,0.0,5,0.0,187.928256,0.017543859649122806,58.85,0,0,1,1,0,0,1,0,0,22843,0.17
2.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,1,0,0,22863,0.22
0.0,0.0,53.0,0.0,1,0.0,143.574269,0.013157894736842105,53.0,0,0,1,0,0,1,0,1,0,22899,0.07
2.0,1.0,32.5,15.0,1,10.9,147.456553,0.013157894736842105,56.5,1,1,1,0,1,0,1,0,1,22918,1.0
10.0,4.0,31.23125,3.75,4,0.0,208.38222199999998,0.014285714285714285,249.85,0,0,1,0,0,0,1,0,0,22919,0.34
0.0,3.0,23.0,5.0,4,0.5,132.370546,0.0136986301369863,138.0,0,0,0,0,0,1,0,0,0,22929,0.22
4.0,2.8,17.2,14.6,3,0.34,150.919066,0.01639344262295082,86.0,0,0,0,0,1,0,1,0,0,22941,0.42
2.0,2.0,54.95,5.0,2,0.0,117.08376299999999,0.012345679012345678,164.85,0,0,1,0,0,0,1,0,0,22943,0.34
0.0,1.0,16.5,6.5,2,11.5,162.93004399999998,0.015384615384615385,96.0,0,1,1,0,1,1,0,1,0,22945,0.27
1.0,1.0,0.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,1,0,0,1,0,0,22963,0.14
21.0,3.0,40.98125,15.0,2,3.25,152.51689199999998,0.013157894736842105,327.85,0,0,1,0,1,0,1,0,0,22964,0.46
13.0,3.3333,30.98125,3.0,4,0.0,125.689416,0.0136986301369863,247.85,1,0,1,0,1,0,1,0,1,22993,1.0
4.0,2.0,44.74,15.0,2,0.0,132.370546,0.0136986301369863,223.7,1,0,1,0,1,0,1,0,0,22998,0.54
17.0,0.0,42.7,0.0,3,1.483333,125.689416,0.0136986301369863,256.2,0,0,1,0,0,0,1,0,0,23001,0.24
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,23035,0.04
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,23054,0.03
0.0,0.0,36.666667,0.0,1,0.0,150.919066,0.01639344262295082,110.0,0,0,1,0,0,1,0,1,0,23061,0.07
24.0,1.0,27.766666999999998,12.2,2,7.7066669999999995,152.51689199999998,0.013157894736842105,590.5,1,0,1,0,0,0,1,0,0,23064,0.42
11.0,2.0,41.0,5.2,2,1.6,162.93004399999998,0.015384615384615385,205.0,0,1,1,0,0,0,1,0,0,23072,0.34
0.0,1.0,17.666667,1.3333,3,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,1,0,0,1,0,1,0,23086,0.18
12.0,2.0,19.4,11.2,3,0.0,162.93004399999998,0.015384615384615385,97.0,0,0,1,0,0,0,1,1,0,23119,0.3
0.0,4.0,21.2,7.8,4,0.0,8.441607000000001,0.01488015784150378,106.0,0,0,1,0,0,1,0,1,0,23130,0.18
32.0,1.0,43.67,12.0,2,1.6,152.51689199999998,0.013157894736842105,453.7,0,0,1,0,0,0,1,0,0,23132,0.33
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,23211,0.03
0.0,1.0,35.0,6.0,1,0.7,125.689416,0.0136986301369863,70.0,0,0,1,1,0,1,0,1,0,23218,0.17
2.0,0.0,27.666666999999997,0.0,2,0.0,8.441607000000001,0.01488015784150378,83.0,0,0,1,0,0,0,1,0,0,23270,0.25
1.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,23326,0.09
0.0,0.0,26.5,0.0,2,0.0,143.574269,0.013157894736842105,53.0,0,0,1,0,0,1,0,1,0,23351,0.07
0.0,2.0,35.333333,6.0,3,0.0,152.51689199999998,0.013157894736842105,106.0,0,0,1,0,0,1,0,0,1,23365,1.0
1.0,0.0,58.85,0.0,1,0.0,191.50224599999999,0.01488015784150378,58.85,0,1,1,0,0,0,1,0,0,23390,0.23
2.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,23412,0.26
1.0,3.0,8.75,0.0,4,0.0,8.441607000000001,0.01488015784150378,35.0,0,0,0,0,0,0,1,1,0,23413,0.21
1.0,1.0,26.5,13.0,2,0.0,8.441607000000001,0.01488015784150378,53.0,0,1,1,0,0,0,1,1,0,23431,0.26
10.0,1.0,32.692857000000004,12.8571,3,2.6,161.44551299999998,0.015873015873015872,236.85,0,1,0,0,0,0,1,0,0,23441,0.32
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,1,0,0,0,23455,0.17421052631578943
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,23457,0.04
0.0,4.0,13.0,6.5,2,0.0,132.370546,0.0136986301369863,26.0,0,1,1,0,0,1,0,1,0,23465,0.18
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,23478,0.04
28.0,1.6429,34.60625,8.4375,4,1.54375,145.274146,0.014925373134328358,610.7,0,0,0,0,0,0,1,0,0,23513,0.34
0.0,1.0,53.0,11.0,1,0.0,145.274146,0.014925373134328358,106.0,0,0,0,0,1,1,0,0,0,23514,0.24
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,23528,0.09
8.0,1.0,35.808333000000005,15.0,2,3.85,150.919066,0.01639344262295082,262.85,0,0,1,0,0,0,1,0,0,23536,0.33
84.0,2.0,47.493333,10.2667,2,1.333333,187.928256,0.017543859649122806,809.4,0,1,0,0,0,0,1,0,0,23572,0.32
0.0,1.0,0.0,3.6667,3,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,1,0,0,1,0,0,0,23592,0.21
0.0,2.5,20.5,11.25,4,3.5,8.441607000000001,0.01488015784150378,118.0,0,0,0,0,0,1,0,0,0,23617,0.22
5.0,3.0,52.61666700000001,15.0,2,1.166667,162.93004399999998,0.015384615384615385,157.85,0,0,1,1,0,0,1,0,0,23652,0.22
29.0,3.0,34.666667,11.9167,3,0.45,150.919066,0.01639344262295082,416.0,0,0,0,1,0,0,1,0,0,23658,0.22
36.0,2.0,28.5,9.4,3,2.81,135.775668,0.014285714285714285,363.0,0,1,1,0,0,0,1,0,0,23678,0.34
2.0,2.0,20.25,11.25,3,1.0,162.93004399999998,0.015384615384615385,87.0,0,0,1,1,0,0,1,1,0,23698,0.23
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,23707,0.03
3.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,0,1,0,0,23714,0.08
8.0,0.0,54.4625,0.0,1,5.25,162.93004399999998,0.015384615384615385,217.85,0,0,1,0,1,0,1,0,1,23793,1.0
0.0,1.0,0.0,12.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,1,0,0,0,23805,0.28
0.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,1,1,1,1,0,1,0,0,0,23806,0.15
1.0,1.0,29.425,15.0,2,0.0,8.441607000000001,0.01488015784150378,58.85,0,0,0,0,1,0,1,0,1,23834,1.0
4.0,0.0,37.0,0.0,1,7.125,150.919066,0.01639344262295082,217.0,0,0,1,0,1,0,1,0,0,23842,0.36
0.0,1.0,27.086,8.0,3,0.0,8.441607000000001,0.01488015784150378,135.43,0,1,1,0,0,1,0,0,0,23854,0.16
0.0,1.0,53.0,15.0,1,1.5,162.892046,0.017241379310344827,106.0,1,0,1,0,0,1,0,1,0,23855,0.3
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,1,0,1,0,0,0,23879,0.02
1.0,1.0,30.5,15.0,2,0.0,146.975438,0.0136986301369863,152.5,0,0,1,0,0,0,1,1,0,23889,0.3
0.0,1.0,0.0,3.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,23934,0.16
0.0,2.0,17.666667,10.0,3,0.0,132.370546,0.0136986301369863,53.0,0,1,1,0,0,1,0,1,0,23946,0.18
1.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,0,1,0,0,23959,0.08
1.0,2.0,32.714286,1.8571,4,2.857143,8.441607000000001,0.01488015784150378,262.0,0,0,0,0,0,0,1,0,1,23973,1.0
0.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,0,0,0,1,0,0,0,24003,0.2
2.0,2.0,0.0,13.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,1,0,0,24027,0.26
8.0,3.2,22.705556,6.6667,6,0.0,150.919066,0.01639344262295082,204.35,0,0,0,0,0,0,1,0,0,24029,0.34
0.0,1.0,26.5,1.0,2,0.0,8.441607000000001,0.01488015784150378,53.0,1,0,1,0,0,1,0,1,0,24032,0.26
0.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,24051,0.13
0.0,2.0,0.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,1,0,0,1,0,0,0,24052,0.21
20.0,1.0,36.242857,15.0,3,1.371429,152.51689199999998,0.013157894736842105,259.7,0,1,1,0,1,0,1,0,0,24056,0.48
4.0,1.0,19.616667,10.0,2,1.666667,222.856818,0.01488015784150378,58.85,1,0,0,0,0,0,1,1,0,24080,0.32
49.0,2.0,44.444444,12.0,3,3.777778,156.036397,0.02,475.0,0,0,1,0,1,0,1,0,0,24096,0.47
1.0,1.0,17.666667,10.0,3,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,0,0,1,0,1,1,0,24110,0.38
0.0,0.0,41.5,0.0,2,6.8,127.172174,0.012987012987012988,83.0,0,0,1,0,0,1,0,1,0,24119,0.13
0.0,1.0,42.4,12.0,2,1.8,135.775668,0.014285714285714285,212.0,0,0,1,0,1,1,0,1,0,24125,0.27
0.0,0.0,0.0,0.0,8,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,24136,0.03
0.0,3.0,0.0,0.4,5,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,24171,0.14
4.0,1.0,20.666667,10.0,2,0.0,8.441607000000001,0.01488015784150378,62.0,0,0,1,0,0,0,1,0,0,24185,0.34
0.0,1.0,0.0,15.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,1,0,1,0,0,1,24250,1.0
10.0,3.0,39.975,11.0,3,9.9,132.370546,0.0136986301369863,392.85,0,0,0,0,0,0,1,0,1,24265,1.0
1.0,1.0,10.5,6.3333,3,0.0,127.172174,0.012987012987012988,31.5,0,0,0,0,1,0,1,1,0,24292,0.38
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,24293,0.03
1.0,0.0,26.5,0.0,2,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,1,0,0,0,1,1,0,24338,0.2
0.0,1.5,16.5,29.5,2,0.0,8.441607000000001,0.01488015784150378,33.0,0,0,1,0,1,1,0,1,0,24340,0.29
2.0,1.0,17.666667,26.3333,3,0.0,8.441607000000001,0.01488015784150378,53.0,1,0,1,0,1,0,1,1,0,24344,0.55
6.0,3.0,23.125,7.5,2,3.15,145.274146,0.014925373134328358,92.5,0,0,1,0,1,0,1,1,0,24354,0.46
1.0,1.0,15.0,15.0,2,0.0,135.775668,0.014285714285714285,30.0,0,0,1,0,1,0,1,1,0,24416,0.42
1.0,1.0,58.85,15.0,1,0.0,152.51689199999998,0.013157894736842105,58.85,0,0,1,0,1,0,1,1,0,24418,0.42
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,24424,0.03
0.0,1.0,0.0,5.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,24440,0.13
0.0,1.0,0.0,15.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,24482,0.16
0.0,1.6667,0.0,1.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,1,0,1,0,0,0,24493,0.12
34.0,2.0,32.97,12.0,2,1.2,8.441607000000001,0.01488015784150378,164.85,0,0,1,1,0,0,1,0,0,24497,0.22
3.0,2.0,20.182857000000002,5.5714,5,0.0,8.441607000000001,0.01488015784150378,141.28,0,0,1,0,0,0,1,0,0,24510,0.34
1.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,0,1,0,0,24556,0.23
2.0,1.0,26.5,15.0,2,0.0,150.919066,0.01639344262295082,53.0,0,0,1,1,0,0,1,1,0,24568,0.26
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,24569,0.03
5.0,3.0,37.283333,13.0,2,5.0,8.441607000000001,0.01488015784150378,159.85,1,0,0,0,1,0,1,1,0,24578,0.45
9.0,2.0,38.0,15.0,1,0.666667,147.456553,0.013157894736842105,114.0,0,1,1,0,0,0,1,1,0,24638,0.28
1.0,2.0,35.333333,15.0,3,0.0,162.93004399999998,0.015384615384615385,106.0,1,0,0,0,0,0,1,1,0,24702,0.32
0.0,1.0,26.5,7.5,2,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,1,0,0,1,0,1,0,24719,0.18
12.0,1.0,54.4625,13.0,1,0.0,136.00893,0.015625,217.85,0,1,0,0,1,0,1,0,0,24730,0.36
4.0,1.0,29.5,15.0,1,1.0,156.358351,0.01488015784150378,59.0,0,0,0,0,0,0,1,0,0,24776,0.34
0.0,3.0,17.666667,2.0,3,0.0,136.00893,0.015625,53.0,0,1,1,0,1,1,0,1,0,24780,0.27
12.0,3.0,42.428571000000005,0.8571,2,0.14285699999999998,156.036397,0.02,297.0,0,0,1,0,0,0,1,1,0,24802,0.31
1.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,1,0,0,24832,0.12
1.0,1.0,38.692857000000004,5.5714,5,3.142857,135.775668,0.014285714285714285,327.85,1,0,1,1,0,0,1,0,0,24862,0.34
1.0,1.0,0.0,15.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,1,1,1,1,0,0,1,0,0,24866,0.23
2.0,0.0,53.0,0.0,1,0.0,132.370546,0.0136986301369863,106.0,0,0,1,0,0,0,1,0,0,24872,0.25
0.0,1.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,24892,0.16
36.0,1.0,55.925,1.0,1,0.0,156.358351,0.01488015784150378,335.55,0,0,1,0,0,0,1,0,0,24903,0.34
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,24947,0.03
1.0,1.0,8.833333,7.5,6,0.5,8.441607000000001,0.01488015784150378,56.0,0,0,0,0,0,0,1,1,0,24970,0.27
5.0,3.0,53.0,13.0,1,0.0,135.775668,0.014285714285714285,373.0,0,0,1,0,1,0,1,0,0,25000,0.42
20.0,1.0,46.622727000000005,11.8182,2,1.272727,144.325817,0.014084507042253521,539.85,0,0,1,0,0,0,1,1,0,25027,0.3
10.0,2.0,28.45,5.1667,5,1.833333,8.441607000000001,0.01488015784150378,170.7,0,0,1,0,0,0,1,0,0,25029,0.33
2.0,2.0,34.256,9.0,3,0.6,8.441607000000001,0.01488015784150378,171.28,0,0,1,0,1,0,1,0,0,25067,0.46
0.0,2.0,44.333333,15.0,1,13.666667000000002,162.93004399999998,0.015384615384615385,133.0,1,0,1,0,1,1,0,0,0,25092,0.28
24.0,0.0,29.541666999999997,0.0,1,0.45,222.856818,0.01488015784150378,177.25,0,0,1,0,0,0,1,0,0,25135,0.26
24.0,1.0,31.25,6.0,1,0.0,135.775668,0.014285714285714285,187.5,1,1,1,1,0,0,1,1,0,25168,0.3
6.0,1.0,44.74,8.0,3,0.2,152.51689199999998,0.013157894736842105,223.7,1,0,1,0,0,0,1,0,0,25176,0.45
28.0,2.0,35.585,13.5,5,1.73,136.00893,0.015625,507.85,0,1,0,0,0,0,1,0,0,25179,0.32
68.0,2.1579,43.71375,5.5,7,0.708333,175.441122,0.015625,1049.13,0,0,0,1,0,0,1,0,0,25180,0.22
20.0,2.9167,32.35,8.0,4,2.766667,162.892046,0.017241379310344827,472.2,0,0,0,0,1,0,1,0,0,25184,0.41
0.0,2.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,1,0,0,1,0,0,0,25185,0.21
0.0,2.0,0.0,4.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,1,0,0,0,25207,0.28
1.0,1.6667,13.25,4.75,4,0.0,152.51689199999998,0.013157894736842105,53.0,0,1,1,0,0,0,1,0,0,25219,0.32
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,1,0,0,1,0,0,0,25229,0.09
76.0,2.0,47.761111,10.4444,5,0.0,152.51689199999998,0.013157894736842105,859.7,0,1,0,0,0,0,1,0,0,25230,0.3
36.0,2.0,27.571429,15.0,2,4.285714,150.919066,0.01639344262295082,268.0,0,1,0,1,0,0,1,1,0,25234,0.19
1.0,1.0,29.425,5.0,2,1.5,150.919066,0.01639344262295082,58.85,1,0,1,0,0,0,1,1,0,25274,0.38
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,25283,0.03
3.0,0.0,16.25,0.0,2,0.0,8.441607000000001,0.01488015784150378,32.5,0,0,0,0,0,0,1,1,0,25288,0.19
0.0,3.0,12.0,7.2,4,0.0,132.370546,0.0136986301369863,60.0,0,0,1,0,0,1,0,1,0,25328,0.18
2.0,1.0,26.5,6.0,2,0.0,8.441607000000001,0.01488015784150378,53.0,0,1,1,0,0,0,1,1,0,25329,0.26
4.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,1,0,0,25332,0.12
6.0,1.0,37.283333,6.6667,2,5.0,8.441607000000001,0.01488015784150378,111.85,0,1,1,0,0,0,1,0,0,25352,0.34
24.0,2.1429,38.692857000000004,13.4286,4,0.0,135.775668,0.014285714285714285,270.85,0,0,0,0,0,0,1,0,0,25367,0.34
0.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,1,1,0,1,0,0,0,25388,0.16
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,25444,0.04
4.0,2.0,20.75,1.0,5,3.0,8.441607000000001,0.01488015784150378,166.0,0,0,1,0,0,0,1,1,0,25451,0.3
2.0,1.0,0.0,7.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,0,0,0,0,1,0,0,25494,0.23
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,1,0,0,0,25528,0.03
