call_date,membership_id,total_cost,csrd_yyyymm,csrd_yyyy,csrd_mth,csrd_yyyywk,csrd_wk
2015-11-06 08:22:39,442841,62.0,201511,2015,11,20155,5
2019-09-09 15:06:58,442873,31.5,201909,2019,9,20191,1
2015-04-06 12:38:11,442993,53.0,201504,2015,4,20151,1
2015-06-17 11:30:40,442993,53.0,201506,2015,6,20153,3
2015-09-23 15:11:57,443028,49.0,201509,2015,9,20153,3
2016-04-22 07:47:44,443035,53.0,201604,2016,4,20165,5
2016-03-07 12:49:53,443035,53.0,201603,2016,3,20161,1
2016-03-22 11:18:36,443035,53.0,201603,2016,3,20162,2
2015-08-15 13:24:03,443035,53.0,201508,2015,8,20156,6
2015-09-16 13:50:43,443035,53.0,201509,2015,9,20153,3
2016-08-29 17:13:13,443035,53.0,201608,2016,8,20161,1
2016-02-18 09:45:41,443057,28.0,201602,2016,2,20164,4
2017-02-14 14:21:31,443057,30.5,201702,2017,2,20172,2
2019-05-16 13:09:40,443147,58.85,201905,2019,5,20194,4
2016-02-16 14:45:36,443147,0.0,201602,2016,2,20162,2
2015-12-31 09:39:30,443166,30.0,201512,2015,12,20154,4
2017-01-08 11:11:25,443199,53.0,201701,2017,1,20170,0
2015-08-02 16:22:04,443199,30.0,201508,2015,8,20150,0
2015-12-14 15:09:42,443199,30.0,201512,2015,12,20151,1
2016-09-07 18:07:38,443199,53.0,201609,2016,9,20163,3
2015-01-08 06:24:30,443216,0.0,201501,2015,1,20154,4
2014-10-21 16:06:13,443216,33.0,201410,2014,10,20142,2
2014-11-25 12:53:30,443216,33.0,201411,2014,11,20142,2
2015-03-26 12:14:31,443216,33.0,201503,2015,3,20154,4
2015-11-24 13:50:13,443216,33.0,201511,2015,11,20152,2
2015-04-21 09:24:32,443216,33.0,201504,2015,4,20152,2
2019-09-29 16:03:04,443273,58.85,201909,2019,9,20190,0
2018-12-29 12:02:52,443273,33.0,201812,2018,12,20186,6
2014-12-06 15:13:24,443273,53.0,201412,2014,12,20146,6
2014-12-07 12:45:57,443273,53.0,201412,2014,12,20140,0
2016-11-23 15:18:30,443273,53.0,201611,2016,11,20163,3
2014-08-14 19:34:02,443361,53.0,201408,2014,8,20144,4
2017-01-18 13:31:36,443361,53.0,201701,2017,1,20173,3
2015-04-21 08:03:22,443361,53.0,201504,2015,4,20152,2
2015-11-06 12:23:51,443361,30.0,201511,2015,11,20155,5
2015-03-21 11:39:42,443586,32.0,201503,2015,3,20156,6
2016-11-04 11:09:40,443586,32.0,201611,2016,11,20165,5
2015-06-24 23:08:56,443843,26.0,201506,2015,6,20153,3
2016-03-20 09:33:21,443843,53.0,201603,2016,3,20160,0
2016-07-14 10:41:27,447616,53.0,201607,2016,7,20164,4
2014-09-21 11:27:12,447616,43.0,201409,2014,9,20140,0
2015-10-07 15:33:14,447616,53.0,201510,2015,10,20153,3
2018-11-03 12:43:23,451212,58.85,201811,2018,11,20186,6
2014-06-30 12:29:25,451212,53.0,201406,2014,6,20141,1
2014-10-24 10:50:23,451212,53.0,201410,2014,10,20145,5
2015-03-02 12:27:09,451212,53.0,201503,2015,3,20151,1
2017-01-31 08:37:15,451212,53.0,201701,2017,1,20172,2
2017-04-21 11:53:22,451971,53.0,201704,2017,4,20175,5
2016-07-12 15:44:00,451971,53.0,201607,2016,7,20162,2
2016-08-13 10:49:07,451971,53.0,201608,2016,8,20166,6
2016-03-13 09:20:55,451971,53.0,201603,2016,3,20160,0
2014-11-14 20:54:58,452345,53.0,201411,2014,11,20145,5
2016-09-08 08:25:10,459304,30.0,201609,2016,9,20164,4
2019-03-05 16:18:12,459304,34.5,201903,2019,3,20192,2
2015-03-12 06:42:47,459304,30.0,201503,2015,3,20154,4
2017-04-13 18:12:13,459304,32.5,201704,2017,4,20174,4
2019-08-22 13:44:42,461999,123.5,201908,2019,8,20194,4
2019-06-11 13:07:25,461999,202.85,201906,2019,6,20192,2
2015-05-13 09:08:08,461999,71.0,201505,2015,5,20153,3
2016-09-23 11:57:58,461999,179.0,201609,2016,9,20165,5
2016-11-18 11:36:45,461999,149.0,201611,2016,11,20165,5
2018-08-27 10:11:27,461999,129.0,201808,2018,8,20181,1
2016-12-28 13:33:47,461999,59.0,201612,2016,12,20163,3
2018-11-20 18:40:17,461999,30.0,201811,2018,11,20182,2
2015-10-13 13:01:06,461999,29.0,201510,2015,10,20152,2
2016-01-02 16:02:13,461999,53.0,201601,2016,1,20166,6
2019-08-15 09:28:21,461999,80.73,201908,2019,8,20194,4
2019-09-11 10:05:36,461999,49.0,201909,2019,9,20193,3
2016-10-31 12:40:28,461999,28.0,201610,2016,10,20161,1
2016-11-01 09:44:24,461999,30.0,201611,2016,11,20162,2
2017-01-27 07:19:51,461999,30.5,201701,2017,1,20175,5
2018-11-21 08:01:06,461999,34.0,201811,2018,11,20183,3
2018-12-22 12:19:07,461999,34.0,201812,2018,12,20186,6
2018-11-20 19:37:37,461999,34.0,201811,2018,11,20182,2
2015-12-06 21:27:52,461999,28.0,201512,2015,12,20150,0
2015-02-25 11:03:46,461999,30.0,201502,2015,2,20153,3
2015-05-18 12:56:44,461999,123.0,201505,2015,5,20151,1
2015-08-11 15:36:41,461999,53.0,201508,2015,8,20152,2
2015-10-20 14:47:30,461999,53.0,201510,2015,10,20152,2
2016-06-30 06:58:47,461999,53.0,201606,2016,6,20164,4
2015-05-31 19:23:35,462789,53.0,201505,2015,5,20150,0
2016-10-10 12:51:53,462789,53.0,201610,2016,10,20161,1
2014-07-23 11:23:46,462789,53.0,201407,2014,7,20143,3
2016-12-19 16:24:04,466072,140.0,201612,2016,12,20161,1
2018-10-09 09:08:40,466072,66.0,201810,2018,10,20182,2
2015-05-19 20:15:40,466072,53.0,201505,2015,5,20152,2
2016-02-17 22:42:39,466072,27.0,201602,2016,2,20163,3
2016-01-27 20:03:34,466072,27.0,201601,2016,1,20163,3
2016-02-04 20:19:34,466072,27.0,201602,2016,2,20164,4
2016-12-20 15:37:37,466072,80.0,201612,2016,12,20162,2
2015-11-07 23:45:25,466072,27.0,201511,2015,11,20156,6
2015-11-08 09:40:20,466072,27.0,201511,2015,11,20150,0
2019-01-17 15:42:14,466072,58.85,201901,2019,1,20194,4
2015-03-18 07:54:08,466072,53.0,201503,2015,3,20153,3
2016-02-27 21:13:13,466072,29.0,201602,2016,2,20166,6
2016-01-14 09:14:33,466072,27.0,201601,2016,1,20164,4
2016-09-01 21:28:07,466072,27.0,201609,2016,9,20164,4
2018-09-03 14:38:25,467100,33.5,201809,2018,9,20181,1
2014-08-13 08:37:27,467186,53.0,201408,2014,8,20143,3
2014-10-28 05:41:09,467186,0.0,201410,2014,10,20142,2
2014-07-14 10:28:32,470828,30.0,201407,2014,7,20141,1
2014-09-10 10:34:17,470828,30.0,201409,2014,9,20143,3
2014-08-15 09:51:40,471346,53.0,201408,2014,8,20145,5
2017-01-18 10:37:50,472036,32.5,201701,2017,1,20173,3
2016-10-14 09:29:04,472036,32.0,201610,2016,10,20165,5
2015-10-23 19:12:17,472036,53.0,201510,2015,10,20155,5
2018-10-24 14:34:21,472668,29.0,201810,2018,10,20183,3
2014-09-22 08:36:48,473158,30.0,201409,2014,9,20141,1
2015-10-04 20:36:37,473158,27.0,201510,2015,10,20150,0
2016-03-01 20:21:01,473158,27.0,201603,2016,3,20162,2
2016-05-11 13:55:13,473158,30.0,201605,2016,5,20163,3
2019-09-25 12:22:20,473589,58.85,201909,2019,9,20193,3
2014-10-25 10:22:48,473589,53.0,201410,2014,10,20146,6
2018-10-29 13:17:48,473589,30.0,201810,2018,10,20181,1
2015-01-24 12:14:42,473589,53.0,201501,2015,1,20156,6
2015-08-21 07:40:16,473589,53.0,201508,2015,8,20155,5
2016-10-27 10:12:35,473589,30.0,201610,2016,10,20164,4
2016-12-05 09:20:32,473870,0.0,201612,2016,12,20161,1
2017-02-14 09:28:32,474041,53.0,201702,2017,2,20172,2
2017-03-21 08:46:45,474041,53.0,201703,2017,3,20172,2
2014-07-08 15:22:40,474150,32.0,201407,2014,7,20142,2
2015-08-29 19:32:37,474150,53.0,201508,2015,8,20156,6
2015-08-30 13:48:34,474150,53.0,201508,2015,8,20150,0
2014-08-08 15:45:58,474408,53.0,201408,2014,8,20145,5
2015-01-12 11:17:26,474408,53.0,201501,2015,1,20151,1
2015-03-07 13:34:52,474408,53.0,201503,2015,3,20156,6
2019-04-08 18:33:16,474516,58.85,201904,2019,4,20191,1
2016-11-26 09:34:22,474516,53.0,201611,2016,11,20166,6
2019-01-03 15:10:14,474516,58.85,201901,2019,1,20194,4
2018-11-25 11:10:13,474516,58.85,201811,2018,11,20180,0
2015-03-30 10:50:41,474516,189.0,201503,2015,3,20151,1
2015-10-09 10:50:45,474516,53.0,201510,2015,10,20155,5
2017-02-20 23:30:47,474516,53.0,201702,2017,2,20171,1
2016-08-14 13:58:41,474826,35.0,201608,2016,8,20160,0
2016-10-04 08:29:58,474826,37.0,201610,2016,10,20162,2
2014-11-23 11:30:32,474826,32.0,201411,2014,11,20140,0
2014-09-15 11:59:20,474972,0.0,201409,2014,9,20141,1
2014-12-08 14:22:04,474972,0.0,201412,2014,12,20141,1
2015-07-30 23:36:27,474972,0.0,201507,2015,7,20154,4
2015-07-30 23:37:23,474972,0.0,201507,2015,7,20154,4
2016-05-20 23:59:56,474972,0.0,201605,2016,5,20165,5
2015-03-20 15:14:26,475142,29.0,201503,2015,3,20155,5
2015-10-23 12:03:17,475545,53.0,201510,2015,10,20155,5
2016-04-18 06:16:27,475549,0.0,201604,2016,4,20161,1
2016-07-08 20:28:33,475549,0.0,201607,2016,7,20165,5
2016-07-09 08:30:28,475549,0.0,201607,2016,7,20166,6
2019-05-01 12:47:31,475786,58.85,201905,2019,5,20193,3
2019-05-28 10:10:45,475786,58.85,201905,2019,5,20192,2
2016-04-11 11:53:50,475786,193.0,201604,2016,4,20161,1
2019-01-01 15:05:11,475786,29.43,201901,2019,1,20192,2
2014-06-02 22:08:08,475786,53.0,201406,2014,6,20141,1
2016-05-22 09:18:34,475786,29.0,201605,2016,5,20160,0
2015-01-26 09:21:30,476222,53.0,201501,2015,1,20151,1
2015-02-11 10:33:17,476222,53.0,201502,2015,2,20153,3
2016-11-21 09:05:09,476222,53.0,201611,2016,11,20161,1
2019-04-17 12:29:24,476349,30.5,201904,2019,4,20193,3
2017-03-13 09:30:09,476349,18.75,201703,2017,3,20171,1
2018-08-31 09:41:57,476608,58.85,201808,2018,8,20185,5
2017-02-10 12:34:22,476608,53.0,201702,2017,2,20175,5
2015-01-16 12:36:31,476722,53.0,201501,2015,1,20155,5
2015-11-23 08:28:57,476866,53.0,201511,2015,11,20151,1
2019-08-08 11:42:45,477223,58.85,201908,2019,8,20194,4
2015-11-17 10:37:00,477321,53.0,201511,2015,11,20152,2
2016-05-13 07:09:40,479513,53.0,201605,2016,5,20165,5
2016-10-24 12:26:36,479513,30.0,201610,2016,10,20161,1
2015-01-07 17:52:13,480123,28.0,201501,2015,1,20153,3
2016-02-07 13:08:32,480123,26.0,201602,2016,2,20160,0
2014-06-07 09:36:17,480123,28.0,201406,2014,6,20146,6
2016-11-18 10:50:40,480123,29.0,201611,2016,11,20165,5
2017-03-20 11:17:26,480340,53.0,201703,2017,3,20171,1
2017-03-03 16:07:54,480340,53.0,201703,2017,3,20175,5
2017-03-29 13:36:01,480340,53.0,201703,2017,3,20173,3
2016-07-15 17:41:15,480340,53.0,201607,2016,7,20165,5
2017-01-16 13:10:04,480340,53.0,201701,2017,1,20171,1
2015-02-15 22:35:01,480713,0.0,201502,2015,2,20150,0
2016-11-27 12:13:41,480713,53.0,201611,2016,11,20160,0
2019-02-14 19:42:08,482848,58.85,201902,2019,2,20194,4
2019-02-04 17:28:48,482848,126.5,201902,2019,2,20191,1
2014-06-23 13:31:37,482848,29.0,201406,2014,6,20141,1
2016-06-26 03:46:05,482848,98.0,201606,2016,6,20160,0
2014-12-12 15:57:24,482848,31.0,201412,2014,12,20145,5
2017-02-10 10:34:22,482848,53.0,201702,2017,2,20175,5
2015-12-05 11:13:32,482848,53.0,201512,2015,12,20156,6
2016-06-28 13:58:22,482848,89.0,201606,2016,6,20162,2
2015-10-24 13:37:51,482872,28.0,201510,2015,10,20156,6
2014-12-03 04:51:47,482872,0.0,201412,2014,12,20143,3
2015-10-15 17:47:49,482872,28.0,201510,2015,10,20154,4
2016-03-28 10:10:35,482872,29.0,201603,2016,3,20161,1
2014-06-19 14:09:11,482872,26.0,201406,2014,6,20144,4
2019-06-11 08:55:48,485169,58.85,201906,2019,6,20192,2
2018-09-27 20:24:18,485169,47.5,201809,2018,9,20184,4
2015-01-30 09:28:52,485169,33.0,201501,2015,1,20155,5
2016-04-06 07:25:54,485169,33.0,201604,2016,4,20163,3
2019-07-06 12:17:25,485169,85.85,201907,2019,7,20196,6
2014-08-13 16:06:38,485169,27.0,201408,2014,8,20143,3
2015-01-31 13:15:24,485169,53.0,201501,2015,1,20156,6
2014-08-28 12:30:01,485169,27.0,201408,2014,8,20144,4
2016-07-07 12:54:27,485169,53.0,201607,2016,7,20164,4
2015-11-28 12:58:47,485169,53.0,201511,2015,11,20156,6
2016-01-15 07:48:48,485169,0.0,201601,2016,1,20165,5
2014-12-02 17:56:27,485169,53.0,201412,2014,12,20142,2
2015-03-11 08:08:51,485169,53.0,201503,2015,3,20153,3
2015-07-07 17:30:22,485169,122.0,201507,2015,7,20152,2
2015-09-13 17:26:35,485169,53.0,201509,2015,9,20150,0
2019-10-14 21:52:35,485169,0.0,201910,2019,10,20191,1
2019-09-14 13:54:23,485169,58.85,201909,2019,9,20196,6
2019-03-30 13:26:05,485169,79.85,201903,2019,3,20196,6
2019-02-15 15:06:52,485169,61.85,201902,2019,2,20195,5
2014-09-22 00:43:05,485169,27.0,201409,2014,9,20141,1
2015-02-04 07:26:13,485169,60.0,201502,2015,2,20153,3
2015-07-11 17:12:27,485169,58.0,201507,2015,7,20156,6
2015-09-12 11:34:02,485169,53.0,201509,2015,9,20156,6
2016-03-12 10:47:56,485169,58.0,201603,2016,3,20166,6
2016-09-08 22:44:02,485169,29.0,201609,2016,9,20164,4
2015-01-29 15:22:23,490271,53.0,201501,2015,1,20154,4
2015-01-25 18:37:29,490271,53.0,201501,2015,1,20150,0
2015-03-26 11:57:18,491543,26.0,201503,2015,3,20154,4
2016-05-14 14:39:10,493220,53.0,201605,2016,5,20166,6
2016-06-06 09:06:41,493220,43.0,201606,2016,6,20161,1
2014-06-09 09:08:47,494050,34.0,201406,2014,6,20141,1
2017-01-17 09:14:50,494050,26.5,201701,2017,1,20172,2
2016-09-17 10:01:01,494946,30.0,201609,2016,9,20166,6
2014-10-03 13:39:27,494946,30.0,201410,2014,10,20145,5
2015-03-12 09:18:48,494946,30.0,201503,2015,3,20154,4
2015-04-12 10:43:05,494946,30.0,201504,2015,4,20150,0
2014-10-25 14:40:48,496290,0.0,201410,2014,10,20146,6
2016-10-03 11:08:42,496290,30.0,201610,2016,10,20161,1
2016-07-29 17:20:59,496767,30.0,201607,2016,7,20165,5
2016-07-15 22:30:55,497653,53.0,201607,2016,7,20165,5
2016-08-21 10:03:01,497653,53.0,201608,2016,8,20160,0
2015-02-11 13:13:25,498445,28.0,201502,2015,2,20153,3
2015-08-16 10:57:23,501519,28.0,201508,2015,8,20150,0
2015-10-17 10:39:30,502391,43.0,201510,2015,10,20156,6
2017-02-15 14:34:05,502391,46.0,201702,2017,2,20173,3
2014-06-29 16:37:59,502391,35.0,201406,2014,6,20140,0
2016-06-14 13:25:37,502391,28.0,201606,2016,6,20162,2
2015-04-28 08:37:04,503318,32.0,201504,2015,4,20152,2
2014-10-03 06:29:26,507053,53.0,201410,2014,10,20145,5
2014-10-03 06:32:14,507053,53.0,201410,2014,10,20145,5
2016-02-17 07:38:01,507053,53.0,201602,2016,2,20163,3
2016-04-20 18:10:25,507053,53.0,201604,2016,4,20163,3
2016-11-16 13:01:33,507053,53.0,201611,2016,11,20163,3
2019-09-30 20:57:21,507053,58.85,201909,2019,9,20191,1
2014-10-13 13:33:11,507053,53.0,201410,2014,10,20141,1
2015-07-16 14:36:55,508579,53.0,201507,2015,7,20154,4
2015-07-16 15:10:07,509228,49.0,201507,2015,7,20154,4
2016-05-09 08:54:00,514316,30.0,201605,2016,5,20161,1
2019-01-07 16:45:27,520982,58.85,201901,2019,1,20191,1
2018-11-26 13:30:41,520982,199.5,201811,2018,11,20181,1
2015-07-15 17:34:44,520982,53.0,201507,2015,7,20153,3
2016-02-11 14:08:21,520982,53.0,201602,2016,2,20164,4
2018-11-21 13:53:57,522501,32.5,201811,2018,11,20183,3
2018-08-31 16:11:43,522501,61.25,201808,2018,8,20185,5
2017-04-16 16:01:03,524723,32.97,201704,2017,4,20170,0
2016-11-04 16:27:59,524723,34.0,201611,2016,11,20165,5
2019-05-04 16:55:38,524723,63.57,201905,2019,5,20196,6
2019-04-29 16:34:58,524723,31.79,201904,2019,4,20191,1
2015-12-05 12:58:58,524723,53.0,201512,2015,12,20156,6
2018-12-23 07:29:56,524728,34.5,201812,2018,12,20180,0
2019-06-29 15:15:00,524728,58.85,201906,2019,6,20196,6
2019-05-18 17:23:45,524728,30.5,201905,2019,5,20196,6
2019-01-23 00:02:08,524728,54.38,201901,2019,1,20193,3
2019-08-24 10:21:57,525048,34.0,201908,2019,8,20196,6
2019-08-23 17:41:47,525048,34.0,201908,2019,8,20195,5
2019-03-14 12:13:23,525048,17.0,201903,2019,3,20194,4
2015-07-01 19:43:17,525731,58.0,201507,2015,7,20153,3
2014-11-09 16:55:37,527065,53.0,201411,2014,11,20140,0
2016-06-18 10:46:09,527065,53.0,201606,2016,6,20166,6
2019-03-02 11:51:34,527810,58.85,201903,2019,3,20196,6
2019-06-14 08:15:25,527810,29.43,201906,2019,6,20195,5
2016-03-02 08:28:19,527810,53.0,201603,2016,3,20163,3
2017-03-16 09:03:07,527810,53.0,201703,2017,3,20174,4
2015-04-24 08:37:13,527810,53.0,201504,2015,4,20155,5
2016-12-27 07:11:27,527810,29.0,201612,2016,12,20162,2
2015-08-07 10:25:53,527810,53.0,201508,2015,8,20155,5
2019-01-11 10:52:57,527810,58.85,201901,2019,1,20195,5
2016-12-10 15:18:39,527810,53.0,201612,2016,12,20166,6
2014-07-02 13:43:17,527810,53.0,201407,2014,7,20143,3
2015-12-19 09:50:51,527810,29.0,201512,2015,12,20156,6
2015-07-16 17:40:34,527810,67.0,201507,2015,7,20154,4
2015-02-19 20:00:42,527810,25.0,201502,2015,2,20154,4
2015-03-02 07:13:47,527810,67.0,201503,2015,3,20151,1
2015-12-10 19:46:28,527810,58.0,201512,2015,12,20154,4
2015-09-28 07:59:20,529079,0.0,201509,2015,9,20151,1
2016-02-24 07:39:56,529079,53.0,201602,2016,2,20163,3
2014-07-15 11:56:19,529667,79.0,201407,2014,7,20142,2
2014-07-08 12:00:10,529667,35.0,201407,2014,7,20142,2
2014-12-01 07:08:23,529667,79.0,201412,2014,12,20141,1
2015-06-09 08:30:19,529667,79.0,201506,2015,6,20152,2
2016-03-07 09:01:15,529667,32.0,201603,2016,3,20161,1
2017-04-21 15:29:20,529918,29.0,201704,2017,4,20175,5
2017-03-28 15:14:32,529918,31.5,201703,2017,3,20172,2
2016-07-18 06:40:41,529918,35.0,201607,2016,7,20161,1
2019-05-04 17:41:44,529983,168.56,201905,2019,5,20196,6
2014-12-20 13:11:39,534121,53.0,201412,2014,12,20146,6
2019-03-17 15:48:10,534121,34.0,201903,2019,3,20190,0
2019-08-10 00:29:58,534490,0.0,201908,2019,8,20196,6
2016-03-05 11:12:51,534490,53.0,201603,2016,3,20166,6
2015-02-16 15:08:14,534490,53.0,201502,2015,2,20151,1
2019-05-06 08:02:25,534856,39.0,201905,2019,5,20191,1
2019-04-23 10:00:46,534856,58.85,201904,2019,4,20192,2
2015-06-08 18:28:25,534856,53.0,201506,2015,6,20151,1
2015-04-13 18:06:46,534856,53.0,201504,2015,4,20151,1
2016-05-27 13:59:25,534856,53.0,201605,2016,5,20165,5
2016-09-08 09:35:06,534856,53.0,201609,2016,9,20164,4
2019-08-20 05:47:16,535753,0.0,201908,2019,8,20192,2
2019-02-01 13:52:29,543334,58.85,201902,2019,2,20195,5
2015-12-08 16:51:29,543334,53.0,201512,2015,12,20152,2
2019-09-25 13:17:56,543482,47.0,201909,2019,9,20193,3
2019-06-26 14:11:08,543482,58.85,201906,2019,6,20193,3
2019-06-12 10:42:10,543482,58.85,201906,2019,6,20193,3
2016-05-30 14:35:00,543482,53.0,201605,2016,5,20161,1
2016-12-06 09:35:46,543482,53.0,201612,2016,12,20162,2
2018-10-21 20:43:59,543482,58.85,201810,2018,10,20180,0
2016-08-10 12:56:41,543496,34.0,201608,2016,8,20163,3
2016-09-17 19:51:09,543537,29.0,201609,2016,9,20166,6
2016-09-13 12:26:32,543537,44.0,201609,2016,9,20162,2
2016-10-28 08:06:32,543537,29.0,201610,2016,10,20165,5
2016-11-07 08:29:25,543537,47.0,201611,2016,11,20161,1
2015-06-30 12:17:37,543537,44.0,201506,2015,6,20152,2
2015-06-26 18:56:20,543537,82.0,201506,2015,6,20155,5
2019-08-22 10:29:15,543653,29.43,201908,2019,8,20194,4
2015-04-07 14:05:01,543673,53.0,201504,2015,4,20152,2
2015-09-21 12:50:49,543673,36.0,201509,2015,9,20151,1
2015-10-08 12:15:59,543673,53.0,201510,2015,10,20154,4
2019-07-06 10:10:20,543695,58.85,201907,2019,7,20196,6
2019-07-26 09:03:22,543695,58.85,201907,2019,7,20195,5
2015-06-11 19:46:14,28570,53.0,201506,2015,6,20154,4
2015-08-04 19:35:08,28570,53.0,201508,2015,8,20152,2
2016-09-05 18:28:53,28570,53.0,201609,2016,9,20161,1
2017-02-14 14:15:26,28570,30.5,201702,2017,2,20172,2
2014-12-12 15:59:49,28570,53.0,201412,2014,12,20145,5
2016-10-01 06:56:30,28570,77.0,201610,2016,10,20166,6
2014-12-17 09:27:53,28709,53.0,201412,2014,12,20143,3
2014-12-27 11:21:25,28709,53.0,201412,2014,12,20146,6
2015-04-07 14:39:12,28709,53.0,201504,2015,4,20152,2
2019-08-06 11:28:42,28709,58.85,201908,2019,8,20192,2
2018-11-13 17:43:10,28709,58.85,201811,2018,11,20182,2
2014-08-22 09:30:51,28709,53.0,201408,2014,8,20145,5
2015-01-01 19:21:17,28709,0.0,201501,2015,1,20154,4
2015-12-25 18:44:49,28709,53.0,201512,2015,12,20155,5
2016-04-18 18:36:03,28709,30.0,201604,2016,4,20161,1
2016-03-14 13:26:10,28709,53.0,201603,2016,3,20161,1
2014-11-09 10:29:41,28709,53.0,201411,2014,11,20140,0
2018-08-28 09:22:02,28727,32.5,201808,2018,8,20182,2
2016-02-13 12:54:18,28727,30.0,201602,2016,2,20166,6
2016-05-29 13:04:19,28727,117.0,201605,2016,5,20160,0
2016-11-13 15:07:34,28727,33.0,201611,2016,11,20160,0
2017-03-05 18:38:55,28727,30.0,201703,2017,3,20170,0
2019-03-20 14:47:52,28760,58.85,201903,2019,3,20193,3
2014-09-12 08:47:35,28760,43.0,201409,2014,9,20145,5
2015-10-23 09:26:43,28760,53.0,201510,2015,10,20155,5
2017-02-12 13:34:40,28760,46.0,201702,2017,2,20170,0
2018-09-11 09:53:02,28760,29.0,201809,2018,9,20182,2
2017-04-20 14:13:53,28765,53.0,201704,2017,4,20174,4
2015-01-02 13:42:36,28765,29.0,201501,2015,1,20155,5
2016-11-21 06:34:43,28765,53.0,201611,2016,11,20161,1
2015-03-19 23:40:43,28765,36.0,201503,2015,3,20154,4
2015-11-23 11:49:16,28765,53.0,201511,2015,11,20151,1
2016-10-29 21:01:28,28765,30.0,201610,2016,10,20166,6
2017-01-29 19:33:03,28765,0.0,201701,2017,1,20170,0
2017-01-29 21:13:22,28765,53.0,201701,2017,1,20170,0
2017-01-29 21:15:23,28765,53.0,201701,2017,1,20170,0
2017-02-24 09:11:37,28765,33.5,201702,2017,2,20175,5
2019-08-18 12:22:05,28805,33.0,201908,2019,8,20190,0
2015-12-23 14:11:22,28805,30.0,201512,2015,12,20153,3
2019-07-05 10:33:07,28805,33.5,201907,2019,7,20195,5
2018-09-02 17:32:51,28809,58.85,201809,2018,9,20180,0
2015-10-07 10:53:56,28809,53.0,201510,2015,10,20153,3
2019-04-22 20:15:41,28809,34.0,201904,2019,4,20191,1
2017-03-19 15:02:56,28809,53.0,201703,2017,3,20170,0
2014-08-19 14:38:37,28809,0.0,201408,2014,8,20142,2
2014-12-04 15:01:25,28809,53.0,201412,2014,12,20144,4
2019-07-17 17:52:35,28811,58.85,201907,2019,7,20193,3
2016-04-18 12:06:13,28811,0.0,201604,2016,4,20161,1
2017-02-20 10:05:26,28811,128.0,201702,2017,2,20171,1
2015-05-02 14:14:39,28811,53.0,201505,2015,5,20156,6
2018-12-07 08:26:42,28819,58.85,201812,2018,12,20185,5
2018-12-11 07:00:50,28819,58.85,201812,2018,12,20182,2
2017-04-15 14:13:25,28819,53.0,201704,2017,4,20176,6
2019-01-14 09:40:22,28819,58.85,201901,2019,1,20191,1
2014-11-05 13:21:54,28819,53.0,201411,2014,11,20143,3
2015-05-19 10:04:05,28819,76.0,201505,2015,5,20152,2
2016-01-05 09:52:59,28819,76.0,201601,2016,1,20162,2
2016-09-20 23:06:48,28819,43.0,201609,2016,9,20162,2
2018-10-10 12:53:57,28832,58.85,201810,2018,10,20183,3
2015-02-06 10:02:04,28832,53.0,201502,2015,2,20155,5
2015-10-28 18:14:36,28832,53.0,201510,2015,10,20153,3
2014-11-18 10:22:57,28861,53.0,201411,2014,11,20142,2
2016-11-23 08:04:06,28867,53.0,201611,2016,11,20163,3
2017-03-20 09:11:12,28867,53.0,201703,2017,3,20171,1
2017-01-11 14:57:39,28867,53.0,201701,2017,1,20173,3
2019-04-20 09:38:01,28870,58.85,201904,2019,4,20196,6
2017-04-24 15:10:45,28879,53.0,201704,2017,4,20171,1
2016-09-02 18:00:20,28879,53.0,201609,2016,9,20165,5
2016-09-07 09:23:47,28879,53.0,201609,2016,9,20163,3
2017-03-12 16:06:48,28879,53.0,201703,2017,3,20170,0
2015-02-05 15:25:45,28879,53.0,201502,2015,2,20154,4
2016-04-23 15:15:41,28930,53.0,201604,2016,4,20166,6
2019-01-02 09:02:58,28930,58.85,201901,2019,1,20193,3
2015-12-14 10:15:47,28930,53.0,201512,2015,12,20151,1
2017-01-27 13:52:37,28949,53.0,201701,2017,1,20175,5
2019-03-04 11:02:58,28990,31.5,201903,2019,3,20191,1
2017-02-16 09:43:22,28991,0.0,201702,2017,2,20174,4
2017-01-26 09:23:13,28991,53.0,201701,2017,1,20174,4
2014-09-23 07:06:22,28991,53.0,201409,2014,9,20142,2
2015-01-18 13:42:38,28991,53.0,201501,2015,1,20150,0
2015-08-16 11:24:14,28991,53.0,201508,2015,8,20150,0
2016-11-05 09:58:08,28991,53.0,201611,2016,11,20166,6
2017-01-30 09:49:28,28991,53.0,201701,2017,1,20171,1
2017-04-18 12:46:38,29005,53.0,201704,2017,4,20172,2
2015-01-22 13:31:59,29005,53.0,201501,2015,1,20154,4
2015-01-05 11:11:44,29005,53.0,201501,2015,1,20151,1
2017-02-20 12:35:33,29005,53.0,201702,2017,2,20171,1
2017-03-12 13:55:14,29005,53.0,201703,2017,3,20170,0
2015-04-22 12:35:18,29005,53.0,201504,2015,4,20153,3
2015-07-30 10:52:54,29049,57.0,201507,2015,7,20154,4
2017-04-11 13:55:00,29049,101.0,201704,2017,4,20172,2
2019-03-04 20:27:31,29049,33.0,201903,2019,3,20191,1
2019-09-12 13:09:35,29049,92.0,201909,2019,9,20194,4
2019-06-07 01:25:21,29049,0.0,201906,2019,6,20195,5
2015-10-08 21:54:56,29049,30.0,201510,2015,10,20154,4
