total_calls_veh,aaa_mean_child,total_members_in_household,mean_tow_miles,mean_total_member_cost_veh,consumer_score,aaa_financial_service_0,plus_indicator_description_basic_membership,plus_indicator_description_plus_membership,occupation_group_management,occupation_group_retired,sc_vehicle_manufacturer_name_middle_end_vehicle,tenure_between_21___40_years,tenure_under_20_years,no_members_3___member,gender_female,gender_male,kcl_b_ind_mosaicsgrouping_boomers,kcl_b_ind_mosaicsgrouping_golden_year,kcl_b_ind_mosaicsgrouping_power_elite,education_completed_college,use_road_side,membership_id,yes_roadside
5836.0,2.0,4,0.076923,132.370546,0.0136986301369863,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,21324,1.0
641.0,2.0,2,3.7692309999999996,181.860824,0.01488015784150378,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21329,1.0
4697.0,1.0,3,3.5,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21393,1.0
4697.0,1.0,1,0.0,162.93004399999998,0.015384615384615385,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,21422,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21436,0.83
1211.0,2.0,4,1.5,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,21460,1.0
1211.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21461,0.8683333333333333
1181.0,0.0,2,1.666667,162.892046,0.017241379310344827,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,21482,0.78
2726.0,0.0,1,0.9,150.919066,0.01639344262295082,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,21560,1.0
1211.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21563,0.8399999999999999
2726.0,1.25,5,0.0,150.919066,0.01639344262295082,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,21585,1.0
1211.0,1.0,5,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21592,0.87
2726.0,2.0,4,1.5,150.919066,0.01639344262295082,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,21614,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21734,0.79
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,21820,0.86
1181.0,3.0,4,3.222222,162.892046,0.017241379310344827,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,21883,1.0
1211.0,2.0,2,0.666667,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,21920,1.0
3761.0,1.0,2,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21953,0.67
5836.0,2.0,4,2.5,132.370546,0.0136986301369863,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,22003,1.0
5836.0,4.0,3,0.0,132.370546,0.0136986301369863,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,22048,0.57
1253.0,0.0,1,0.0,175.441122,0.015625,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,22084,0.89
1064.0,2.0,4,6.923077,161.44551299999998,0.015873015873015872,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,22111,1.0
5836.0,1.0,1,15.15,132.370546,0.0136986301369863,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,22137,1.0
4697.0,1.0,1,22.0,162.93004399999998,0.015384615384615385,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,22193,0.75
3761.0,1.0,1,0.0,135.775668,0.014285714285714285,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,22241,1.0
3761.0,2.3333,6,1.4842110000000002,135.775668,0.014285714285714285,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,22277,1.0
3761.0,0.0,1,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22321,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,22340,1.0
3761.0,1.0,2,0.0,135.775668,0.014285714285714285,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,22353,0.92
2726.0,4.0,4,0.714286,150.919066,0.01639344262295082,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,22406,1.0
424.0,2.0,4,0.777778,143.574269,0.013157894736842105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22413,1.0
1211.0,4.0,5,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,22414,1.0
424.0,3.0,5,1.5,143.574269,0.013157894736842105,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,22427,1.0
4697.0,3.0,5,2.464865,162.93004399999998,0.015384615384615385,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,22431,1.0
955.0,1.0,2,0.571429,191.50224599999999,0.01488015784150378,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,22454,1.0
1211.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22571,1.0
968.0,1.0,1,0.0,152.51689199999998,0.013157894736842105,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,22574,1.0
3761.0,1.0,2,0.0,135.775668,0.014285714285714285,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,22591,1.0
2726.0,1.0,1,3.0,150.919066,0.01639344262295082,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,22610,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22649,0.85
1211.0,1.0,4,0.6,8.441607000000001,0.01488015784150378,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,22710,1.0
2726.0,1.0,1,2.0,150.919066,0.01639344262295082,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,22714,1.0
641.0,2.0,1,0.0,181.860824,0.01488015784150378,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,22790,0.6825
701.0,1.0,5,0.0,187.928256,0.017543859649122806,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,22843,1.0
424.0,0.0,1,0.0,143.574269,0.013157894736842105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22899,0.91
750.0,1.0,1,10.9,147.456553,0.013157894736842105,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,22918,1.0
337.0,4.0,4,0.0,208.38222199999998,0.014285714285714285,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22919,1.0
5836.0,3.0,4,0.5,132.370546,0.0136986301369863,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22929,0.77
2726.0,2.8,3,0.34,150.919066,0.01639344262295082,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,22941,1.0
1153.0,2.0,2,0.0,117.08376299999999,0.012345679012345678,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22943,1.0
4697.0,1.0,2,11.5,162.93004399999998,0.015384615384615385,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,22945,0.75
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,22963,1.0
968.0,3.0,2,3.25,152.51689199999998,0.013157894736842105,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,22964,1.0
1548.0,3.3333,4,0.0,125.689416,0.0136986301369863,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,22993,1.0
5836.0,2.0,2,0.0,132.370546,0.0136986301369863,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,22998,1.0
1548.0,0.0,3,1.483333,125.689416,0.0136986301369863,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,23001,1.0
2726.0,0.0,1,0.0,150.919066,0.01639344262295082,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23061,0.91
968.0,1.0,2,7.7066669999999995,152.51689199999998,0.013157894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,23064,1.0
4697.0,2.0,2,1.6,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,23072,1.0
4697.0,2.0,3,0.0,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,23119,1.0
968.0,1.0,2,1.6,152.51689199999998,0.013157894736842105,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,23132,1.0
1548.0,1.0,1,0.7,125.689416,0.0136986301369863,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,23218,0.71
1211.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23326,1.0
424.0,0.0,2,0.0,143.574269,0.013157894736842105,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,23351,0.91
968.0,2.0,3,0.0,152.51689199999998,0.013157894736842105,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23365,0.66
955.0,0.0,1,0.0,191.50224599999999,0.01488015784150378,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23390,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,23431,1.0
1064.0,1.0,3,2.6,161.44551299999998,0.015873015873015872,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,23441,1.0
5836.0,4.0,2,0.0,132.370546,0.0136986301369863,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,23465,0.63
1380.0,1.6429,4,1.54375,145.274146,0.014925373134328358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,23513,1.0
1380.0,1.0,1,0.0,145.274146,0.014925373134328358,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,23514,0.86
2726.0,1.0,2,3.85,150.919066,0.01639344262295082,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,23536,1.0
701.0,2.0,2,1.333333,187.928256,0.017543859649122806,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,23572,1.0
2726.0,3.0,3,0.45,150.919066,0.01639344262295082,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,23658,1.0
3761.0,2.0,3,2.81,135.775668,0.014285714285714285,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,23678,1.0
4697.0,2.0,3,1.0,162.93004399999998,0.015384615384615385,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,23698,1.0
4697.0,0.0,1,5.25,162.93004399999998,0.015384615384615385,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,23793,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23805,0.8125
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,23806,0.82
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23834,1.0
1211.0,1.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,23854,0.62
1181.0,1.0,1,1.5,162.892046,0.017241379310344827,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23855,0.77
417.0,1.0,2,0.0,146.975438,0.0136986301369863,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,23889,1.0
5836.0,2.0,3,0.0,132.370546,0.0136986301369863,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,23946,0.58
1211.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,23959,1.0
1211.0,2.0,4,2.857143,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23973,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24003,0.83
1211.0,2.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,24027,1.0
2726.0,3.2,6,0.0,150.919066,0.01639344262295082,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,24029,1.0
968.0,1.0,3,1.371429,152.51689199999998,0.013157894736842105,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,24056,1.0
325.0,1.0,2,1.666667,222.856818,0.01488015784150378,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,24080,1.0
1322.0,2.0,3,3.777778,156.036397,0.02,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,24096,1.0
1211.0,1.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,24110,1.0
166.0,0.0,2,6.8,127.172174,0.012987012987012988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24119,0.75
3761.0,1.0,2,1.8,135.775668,0.014285714285714285,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,24125,0.83
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,24250,0.84
5836.0,3.0,3,9.9,132.370546,0.0136986301369863,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,24265,1.0
166.0,1.0,3,0.0,127.172174,0.012987012987012988,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,24292,1.0
1211.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,24338,1.0
1211.0,1.5,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,24340,0.82
968.0,1.0,1,0.0,152.51689199999998,0.013157894736842105,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,24418,1.0
1211.0,1.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24440,0.74
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24482,0.7925
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,24556,1.0
2726.0,1.0,2,0.0,150.919066,0.01639344262295082,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,24568,1.0
1211.0,3.0,2,5.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,24578,1.0
4697.0,2.0,3,0.0,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24702,1.0
2043.0,1.0,1,0.0,136.00893,0.015625,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,24730,1.0
856.0,1.0,1,1.0,156.358351,0.01488015784150378,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,24776,1.0
2043.0,3.0,3,0.0,136.00893,0.015625,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,24780,0.91
1322.0,3.0,2,0.14285699999999998,156.036397,0.02,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,24802,1.0
3761.0,1.0,5,3.142857,135.775668,0.014285714285714285,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,24862,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,24866,1.0
856.0,1.0,1,0.0,156.358351,0.01488015784150378,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,24903,1.0
3761.0,3.0,1,0.0,135.775668,0.014285714285714285,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,25000,1.0
981.0,1.0,2,1.272727,144.325817,0.014084507042253521,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25027,1.0
1211.0,2.0,3,0.6,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,25067,1.0
4697.0,2.0,1,13.666667000000002,162.93004399999998,0.015384615384615385,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,25092,0.82
325.0,0.0,1,0.45,222.856818,0.01488015784150378,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25135,1.0
3761.0,1.0,1,0.0,135.775668,0.014285714285714285,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,25168,1.0
968.0,1.0,3,0.2,152.51689199999998,0.013157894736842105,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,25176,1.0
2043.0,2.0,5,1.73,136.00893,0.015625,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,25179,1.0
1253.0,2.1579,7,0.708333,175.441122,0.015625,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,25180,1.0
1181.0,2.9167,4,2.766667,162.892046,0.017241379310344827,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,25184,1.0
1211.0,2.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25185,0.7925
1211.0,2.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25207,0.8125
968.0,1.6667,4,0.0,152.51689199999998,0.013157894736842105,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,25219,1.0
968.0,2.0,5,0.0,152.51689199999998,0.013157894736842105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25230,1.0
2726.0,1.0,2,1.5,150.919066,0.01639344262295082,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25274,1.0
1211.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25288,1.0
5836.0,3.0,4,0.0,132.370546,0.0136986301369863,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25328,0.67
3761.0,2.1429,4,0.0,135.775668,0.014285714285714285,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,25367,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,25388,0.85
4697.0,5.0,3,1.285714,162.93004399999998,0.015384615384615385,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,25529,1.0
325.0,2.0,2,0.0,222.856818,0.01488015784150378,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,25571,1.0
1548.0,0.0,2,0.0,125.689416,0.0136986301369863,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25597,1.0
1211.0,2.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,25751,0.74
1211.0,3.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,25876,1.0
1380.0,0.0,3,2.175,145.274146,0.014925373134328358,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,25902,1.0
5836.0,1.0,1,0.0,132.370546,0.0136986301369863,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,25942,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26060,0.82
5836.0,2.0,3,0.0,132.370546,0.0136986301369863,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,26231,1.0
1211.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,26342,0.74
1153.0,1.0,5,1.3,117.08376299999999,0.012345679012345678,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,26370,1.0
772.0,1.0,2,0.0,151.74655900000002,0.014285714285714285,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26436,1.0
750.0,2.0,4,0.714286,147.456553,0.013157894736842105,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,26464,1.0
4697.0,0.0,1,5.933333,162.93004399999998,0.015384615384615385,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,26505,1.0
492.0,5.0,3,5.5454550000000005,164.69268200000002,0.017857142857142856,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,26539,1.0
476.0,2.0,3,0.0,155.627818,0.01488015784150378,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,26549,1.0
4697.0,1.0,2,0.5,162.93004399999998,0.015384615384615385,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26585,0.88
1322.0,1.0,3,0.315789,156.036397,0.02,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,26609,1.0
1181.0,0.0,1,0.0,162.892046,0.017241379310344827,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26630,1.0
4697.0,1.0,2,3.371429,162.93004399999998,0.015384615384615385,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,26709,1.0
1211.0,1.0,4,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26738,0.83
1548.0,3.0,3,0.0,125.689416,0.0136986301369863,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,26764,1.0
1211.0,3.0,4,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,26815,1.0
337.0,0.0,1,0.0,208.38222199999998,0.014285714285714285,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,26822,1.0
1211.0,3.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26886,0.83
1181.0,2.0,4,1.1,162.892046,0.017241379310344827,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,26887,1.0
5836.0,4.0,3,1.222222,132.370546,0.0136986301369863,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,26907,1.0
5836.0,3.0,1,0.0,132.370546,0.0136986301369863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26912,1.0
1211.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26915,0.8683333333333333
5836.0,2.0,3,3.0,132.370546,0.0136986301369863,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,26993,1.0
1211.0,1.1667,3,1.7833330000000003,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,27032,1.0
955.0,1.0,1,0.0,191.50224599999999,0.01488015784150378,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,27042,1.0
492.0,4.8571,7,1.540741,164.69268200000002,0.017857142857142856,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,27064,1.0
3761.0,0.0,2,0.0,135.775668,0.014285714285714285,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,27078,1.0
2726.0,4.0,2,3.142857,150.919066,0.01639344262295082,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,27142,1.0
1211.0,2.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,27168,1.0
1211.0,2.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,27176,1.0
3761.0,1.0,2,0.0,135.775668,0.014285714285714285,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27196,0.83
1380.0,1.0,1,0.0,145.274146,0.014925373134328358,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27200,1.0
1548.0,1.0,1,3.0,125.689416,0.0136986301369863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27263,0.71
2043.0,3.0,3,1.714286,136.00893,0.015625,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,27434,1.0
2043.0,1.0,1,0.0,136.00893,0.015625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27470,1.0
4697.0,1.0,2,0.0,162.93004399999998,0.015384615384615385,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,27523,1.0
5836.0,0.0,2,0.0,132.370546,0.0136986301369863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27552,1.0
1211.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27581,0.8683333333333333
1211.0,1.0,2,0.5,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,27666,1.0
5836.0,1.0,1,0.0,132.370546,0.0136986301369863,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,27670,1.0
1548.0,0.0,1,0.0,125.689416,0.0136986301369863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27744,1.0
1211.0,2.3333,4,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27787,0.85
471.0,1.0,2,0.0,153.336506,0.01488015784150378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27887,1.0
701.0,1.0,2,0.0,187.928256,0.017543859649122806,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,28019,1.0
1380.0,1.0,2,0.5,145.274146,0.014925373134328358,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28057,0.75
1211.0,2.0,3,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,28142,0.83
3761.0,2.0,4,0.0,135.775668,0.014285714285714285,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,28196,1.0
1211.0,1.0,2,0.0,8.441607000000001,0.01488015784150378,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,28235,0.78
5836.0,1.0,1,0.0,132.370546,0.0136986301369863,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,28249,1.0
856.0,0.0,1,3.0,156.358351,0.01488015784150378,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,28262,1.0
2726.0,0.0,2,7.033333,150.919066,0.01639344262295082,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,28270,1.0
772.0,2.0,3,0.0,151.74655900000002,0.014285714285714285,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,28314,1.0
3761.0,1.0,3,0.0,135.775668,0.014285714285714285,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,28332,1.0
3761.0,1.0,1,0.0,135.775668,0.014285714285714285,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28352,1.0
492.0,3.0,3,2.1,164.69268200000002,0.017857142857142856,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,28374,1.0
1211.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28485,0.8666666666666667
3761.0,2.0,4,0.0,135.775668,0.014285714285714285,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,28488,1.0
